ValueMeaning	LabelValueMeaning	Referentiel	url	TypeConceptualDomain	FormatConceptualDomain	ConceptualDomain
ATC:D06BB	Antivirals	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB&showdescription=no	Enumerated	String	ATC
ATC:D06BB01	Idoxuridine	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB01&showdescription=no	Enumerated	String	ATC
ATC:D06BB02	Tromantadine	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB02&showdescription=no	Enumerated	String	ATC
ATC:D06BB03	Aciclovir	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB03&showdescription=no	Enumerated	String	ATC
ATC:D06BB04	Podophyllotoxin	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB04&showdescription=no	Enumerated	String	ATC
ATC:D06BB05	Inosine	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB05&showdescription=no	Enumerated	String	ATC
ATC:D06BB06	Penciclovir	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB06&showdescription=no	Enumerated	String	ATC
ATC:D06BB07	Lysozyme	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB07&showdescription=no	Enumerated	String	ATC
ATC:D06BB08	Ibacitabine	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB08&showdescription=no	Enumerated	String	ATC
ATC:D06BB09	Edoxudine	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB09&showdescription=no	Enumerated	String	ATC
ATC:D06BB10	Imiquimod	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB10&showdescription=no	Enumerated	String	ATC
ATC:D06BB11	Docosanol	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB11&showdescription=no	Enumerated	String	ATC
ATC:D06BB12	Sinecatechins	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB12&showdescription=no	Enumerated	String	ATC
ATC:D06BB53	Aciclovir,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BB53&showdescription=no	Enumerated	String	ATC
ATC:D06BX	Otherchemotherapeutics	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BX&showdescription=no	Enumerated	String	ATC
ATC:D06BX01	Metronidazole	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BX01&showdescription=no	Enumerated	String	ATC
ATC:D06BX02	Ingenolmebutate	ATC	https://www.whocc.no/atc_ddd_index/?code=D06BX02&showdescription=no	Enumerated	String	ATC
ATC:D07	Topical dermatological corticosteroids	ATC	https://www.whocc.no/atc_ddd_index/?code=D07&showdescription=no	Enumerated	String	ATC
ATC:D07A	Corticosteroids, plain	ATC	https://www.whocc.no/atc_ddd_index/?code=D07A&showdescription=no	Enumerated	String	ATC
ATC:D07AA	Corticosteroids,weak(groupI)	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AA&showdescription=no	Enumerated	String	ATC
ATC:D07AA01	Methylprednisolone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AA01&showdescription=no	Enumerated	String	ATC
ATC:D07AA02	Hydrocortisone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AA02&showdescription=no	Enumerated	String	ATC
ATC:D07AA03	Prednisolone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AA03&showdescription=no	Enumerated	String	ATC
ATC:D07AB	Corticosteroids,moderatelypotent(groupII)	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB&showdescription=no	Enumerated	String	ATC
ATC:D07AB01	Clobetasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB01&showdescription=no	Enumerated	String	ATC
ATC:D07AB02	Hydrocortisonebutyrate	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB02&showdescription=no	Enumerated	String	ATC
ATC:D07AB03	Flumetasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB03&showdescription=no	Enumerated	String	ATC
ATC:D07AB04	Fluocortin	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB04&showdescription=no	Enumerated	String	ATC
ATC:D07AB05	Fluperolone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB05&showdescription=no	Enumerated	String	ATC
ATC:D07AB06	Fluorometholone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB06&showdescription=no	Enumerated	String	ATC
ATC:D07AB07	Fluprednidene	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB07&showdescription=no	Enumerated	String	ATC
ATC:D07AB08	Desonide	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB08&showdescription=no	Enumerated	String	ATC
ATC:D07AB09	Triamcinolone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB09&showdescription=no	Enumerated	String	ATC
ATC:D07AB10	Alclometasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB10&showdescription=no	Enumerated	String	ATC
ATC:D07AB11	Hydrocortisonebuteprate	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB11&showdescription=no	Enumerated	String	ATC
ATC:D07AB19	Dexamethasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB19&showdescription=no	Enumerated	String	ATC
ATC:D07AB21	Clocortolone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB21&showdescription=no	Enumerated	String	ATC
ATC:D07AB30	Combinationsofcorticosteroids	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AB30&showdescription=no	Enumerated	String	ATC
ATC:D07AC	Corticosteroids,potent(groupIII)	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC&showdescription=no	Enumerated	String	ATC
ATC:D07AC01	Betamethasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC01&showdescription=no	Enumerated	String	ATC
ATC:D07AC02	Fluclorolone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC02&showdescription=no	Enumerated	String	ATC
ATC:D07AC03	Desoximetasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC03&showdescription=no	Enumerated	String	ATC
ATC:D07AC04	Fluocinoloneacetonide	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC04&showdescription=no	Enumerated	String	ATC
ATC:D07AC05	Fluocortolone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC05&showdescription=no	Enumerated	String	ATC
ATC:D07AC06	Diflucortolone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC06&showdescription=no	Enumerated	String	ATC
ATC:D07AC07	Fludroxycortide	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC07&showdescription=no	Enumerated	String	ATC
ATC:D07AC08	Fluocinonide	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC08&showdescription=no	Enumerated	String	ATC
ATC:D07AC09	Budesonide	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC09&showdescription=no	Enumerated	String	ATC
ATC:D07AC10	Diflorasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC10&showdescription=no	Enumerated	String	ATC
ATC:D07AC11	Amcinonide	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC11&showdescription=no	Enumerated	String	ATC
ATC:D07AC12	Halometasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC12&showdescription=no	Enumerated	String	ATC
ATC:D07AC13	Mometasonefuroate	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC13&showdescription=no	Enumerated	String	ATC
ATC:D07AC14	Methylprednisoloneaceponate	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC14&showdescription=no	Enumerated	String	ATC
ATC:D07AC15	Beclometasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC15&showdescription=no	Enumerated	String	ATC
ATC:D07AC16	Hydrocortisoneaceponate	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC16&showdescription=no	Enumerated	String	ATC
ATC:D07AC17	Fluticasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC17&showdescription=no	Enumerated	String	ATC
ATC:D07AC18	Prednicarbate	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC18&showdescription=no	Enumerated	String	ATC
ATC:D07AC19	Difluprednate	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC19&showdescription=no	Enumerated	String	ATC
ATC:D07AC21	Ulobetasol	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AC21&showdescription=no	Enumerated	String	ATC
ATC:D07AD	Corticosteroids,verypotent(groupIV)	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AD&showdescription=no	Enumerated	String	ATC
ATC:D07AD01	Clobetasol	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AD01&showdescription=no	Enumerated	String	ATC
ATC:D07AD02	Halcinonide	ATC	https://www.whocc.no/atc_ddd_index/?code=D07AD02&showdescription=no	Enumerated	String	ATC
ATC:D07B	Corticosteroids, combinations with antiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07B&showdescription=no	Enumerated	String	ATC
ATC:D07BA	Corticosteroids,weak,combinationswithantiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07BA&showdescription=no	Enumerated	String	ATC
ATC:D07BA01	Prednisoloneandantiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07BA01&showdescription=no	Enumerated	String	ATC
ATC:D07BA04	Hydrocortisoneandantiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07BA04&showdescription=no	Enumerated	String	ATC
ATC:D07BB	Corticosteroids,moderatelypotent,combinationswithantiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07BB&showdescription=no	Enumerated	String	ATC
ATC:D07BB01	Flumetasoneandantiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07BB01&showdescription=no	Enumerated	String	ATC
ATC:D07BB02	Desonideandantiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07BB02&showdescription=no	Enumerated	String	ATC
ATC:D07BB03	Triamcinoloneandantiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07BB03&showdescription=no	Enumerated	String	ATC
ATC:D07BB04	Hydrocortisonebutyrateandantiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07BB04&showdescription=no	Enumerated	String	ATC
ATC:D07BC	Corticosteroids,potent,combinationswithantiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07BC&showdescription=no	Enumerated	String	ATC
ATC:D07BC01	Betamethasoneandantiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07BC01&showdescription=no	Enumerated	String	ATC
ATC:D07BC02	Fluocinoloneacetonideandantiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07BC02&showdescription=no	Enumerated	String	ATC
ATC:D07BC03	Fluocortoloneandantiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07BC03&showdescription=no	Enumerated	String	ATC
ATC:D07BC04	Diflucortoloneandantiseptics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07BC04&showdescription=no	Enumerated	String	ATC
ATC:D07C	Corticosteroids, combinations with antibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07C&showdescription=no	Enumerated	String	ATC
ATC:D07CA	Corticosteroids,weak,combinationswithantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CA&showdescription=no	Enumerated	String	ATC
ATC:D07CA01	Hydrocortisoneandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CA01&showdescription=no	Enumerated	String	ATC
ATC:D07CA02	Methylprednisoloneandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CA02&showdescription=no	Enumerated	String	ATC
ATC:D07CA03	Prednisoloneandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CA03&showdescription=no	Enumerated	String	ATC
ATC:D07CB	Corticosteroids,moderatelypotent,combinationswithantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CB&showdescription=no	Enumerated	String	ATC
ATC:D07CB01	Triamcinoloneandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CB01&showdescription=no	Enumerated	String	ATC
ATC:D07CB02	Fluprednideneandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CB02&showdescription=no	Enumerated	String	ATC
ATC:D07CB03	Fluorometholoneandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CB03&showdescription=no	Enumerated	String	ATC
ATC:D07CB04	Dexamethasoneandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CB04&showdescription=no	Enumerated	String	ATC
ATC:D07CB05	Flumetasoneandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CB05&showdescription=no	Enumerated	String	ATC
ATC:D07CC	Corticosteroids,potent,combinationswithantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CC&showdescription=no	Enumerated	String	ATC
ATC:D07CC01	Betamethasoneandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CC01&showdescription=no	Enumerated	String	ATC
ATC:D07CC02	Fluocinoloneacetonideandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CC02&showdescription=no	Enumerated	String	ATC
ATC:D07CC03	Fludroxycortideandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CC03&showdescription=no	Enumerated	String	ATC
ATC:D07CC04	Beclometasoneandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CC04&showdescription=no	Enumerated	String	ATC
ATC:D07CC05	Fluocinonideandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CC05&showdescription=no	Enumerated	String	ATC
ATC:D07CC06	Fluocortoloneandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CC06&showdescription=no	Enumerated	String	ATC
ATC:D07CD	Corticosteroids,verypotent,combinationswithantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CD&showdescription=no	Enumerated	String	ATC
ATC:D07CD01	Clobetasolandantibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=D07CD01&showdescription=no	Enumerated	String	ATC
ATC:D07X	Corticosteroids, other combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=D07X&showdescription=no	Enumerated	String	ATC
ATC:D07XA	Corticosteroids,weak,othercombinations	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XA&showdescription=no	Enumerated	String	ATC
ATC:D07XA01	Hydrocortisone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XA01&showdescription=no	Enumerated	String	ATC
ATC:D07XA02	Prednisolone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XA02&showdescription=no	Enumerated	String	ATC
ATC:D07XB	Corticosteroids,moderatelypotent,othercombinations	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XB&showdescription=no	Enumerated	String	ATC
ATC:D07XB01	Flumetasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XB01&showdescription=no	Enumerated	String	ATC
ATC:D07XB02	Triamcinolone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XB02&showdescription=no	Enumerated	String	ATC
ATC:D07XB03	Fluprednidene	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XB03&showdescription=no	Enumerated	String	ATC
ATC:D07XB04	Fluorometholone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XB04&showdescription=no	Enumerated	String	ATC
ATC:D07XB05	Dexamethasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XB05&showdescription=no	Enumerated	String	ATC
ATC:D07XB30	Combinationsofcorticosteroids	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XB30&showdescription=no	Enumerated	String	ATC
ATC:D07XC	Corticosteroids,potent,othercombinations	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XC&showdescription=no	Enumerated	String	ATC
ATC:D07XC01	Betamethasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XC01&showdescription=no	Enumerated	String	ATC
ATC:D07XC02	Desoximetasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XC02&showdescription=no	Enumerated	String	ATC
ATC:D07XC03	Mometasone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XC03&showdescription=no	Enumerated	String	ATC
ATC:D07XC04	Diflucortolone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XC04&showdescription=no	Enumerated	String	ATC
ATC:D07XC05	Fluocortolone	ATC	https://www.whocc.no/atc_ddd_index/?code=D07XC05&showdescription=no	Enumerated	String	ATC
ATC:D08	Antiseptics and disinfectants drugs	ATC	https://www.whocc.no/atc_ddd_index/?code=D08&showdescription=no	Enumerated	String	ATC
ATC:D08A	Antiseptics and disinfectants	ATC	https://www.whocc.no/atc_ddd_index/?code=D08A&showdescription=no	Enumerated	String	ATC
ATC:D08AA	Acridinederivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AA&showdescription=no	Enumerated	String	ATC
ATC:D08AA01	Ethacridinelactate	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AA01&showdescription=no	Enumerated	String	ATC
ATC:D08AA02	Aminoacridine	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AA02&showdescription=no	Enumerated	String	ATC
ATC:D08AA03	Euflavine	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AA03&showdescription=no	Enumerated	String	ATC
ATC:D08AC	Biguanidesandamidines	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AC&showdescription=no	Enumerated	String	ATC
ATC:D08AC01	Dibrompropamidine	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AC01&showdescription=no	Enumerated	String	ATC
ATC:D08AC02	Chlorhexidine	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AC02&showdescription=no	Enumerated	String	ATC
ATC:D08AC03	Propamidine	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AC03&showdescription=no	Enumerated	String	ATC
ATC:D08AC04	Hexamidine	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AC04&showdescription=no	Enumerated	String	ATC
ATC:D08AC05	Polihexanide	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AC05&showdescription=no	Enumerated	String	ATC
ATC:D08AC52	Chlorhexidine,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AC52&showdescription=no	Enumerated	String	ATC
ATC:D08AE	Phenolandderivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AE&showdescription=no	Enumerated	String	ATC
ATC:D08AE01	Hexachlorophene	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AE01&showdescription=no	Enumerated	String	ATC
ATC:D08AE02	Policresulen	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AE02&showdescription=no	Enumerated	String	ATC
ATC:D08AE03	Phenol	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AE03&showdescription=no	Enumerated	String	ATC
ATC:D08AE04	Triclosan	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AE04&showdescription=no	Enumerated	String	ATC
ATC:D08AE05	Chloroxylenol	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AE05&showdescription=no	Enumerated	String	ATC
ATC:D08AE06	Biphenylol	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AE06&showdescription=no	Enumerated	String	ATC
ATC:D08AF	Nitrofuranderivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AF&showdescription=no	Enumerated	String	ATC
ATC:D08AF01	Nitrofural	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AF01&showdescription=no	Enumerated	String	ATC
ATC:D08AG	Iodineproducts	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AG&showdescription=no	Enumerated	String	ATC
ATC:D08AG01	Iodine/octylphenoxypolyglycolether	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AG01&showdescription=no	Enumerated	String	ATC
ATC:D08AG02	Povidone-iodine	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AG02&showdescription=no	Enumerated	String	ATC
ATC:D08AG03	Iodine	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AG03&showdescription=no	Enumerated	String	ATC
ATC:D08AG04	Diiodohydroxypropane	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AG04&showdescription=no	Enumerated	String	ATC
ATC:D08AH	Quinolinederivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AH&showdescription=no	Enumerated	String	ATC
ATC:D08AH01	Dequalinium	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AH01&showdescription=no	Enumerated	String	ATC
ATC:D08AH02	Chlorquinaldol	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AH02&showdescription=no	Enumerated	String	ATC
ATC:D08AH03	Oxyquinoline	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AH03&showdescription=no	Enumerated	String	ATC
ATC:D08AH30	Clioquinol	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AH30&showdescription=no	Enumerated	String	ATC
ATC:D08AJ	Quaternaryammoniumcompounds	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AJ&showdescription=no	Enumerated	String	ATC
ATC:D08AJ01	Benzalkonium	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AJ01&showdescription=no	Enumerated	String	ATC
ATC:D08AJ02	Cetrimonium	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AJ02&showdescription=no	Enumerated	String	ATC
ATC:D08AJ03	Cetylpyridinium	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AJ03&showdescription=no	Enumerated	String	ATC
ATC:D08AJ04	Cetrimide	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AJ04&showdescription=no	Enumerated	String	ATC
ATC:D08AJ05	Benzoxoniumchloride	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AJ05&showdescription=no	Enumerated	String	ATC
ATC:D08AJ06	Didecyldimethylammoniumchloride	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AJ06&showdescription=no	Enumerated	String	ATC
ATC:D08AJ08	Benzethoniumchloride	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AJ08&showdescription=no	Enumerated	String	ATC
ATC:D08AJ10	Decamethoxine	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AJ10&showdescription=no	Enumerated	String	ATC
ATC:D08AJ57	Octenidine,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AJ57&showdescription=no	Enumerated	String	ATC
ATC:D08AJ58	Benzethoniumchloride,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AJ58&showdescription=no	Enumerated	String	ATC
ATC:D08AJ59	Dodecloniumbromide,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AJ59&showdescription=no	Enumerated	String	ATC
ATC:D08AK	Mercurialproducts	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AK&showdescription=no	Enumerated	String	ATC
ATC:D08AK01	Mercuricamidochloride	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AK01&showdescription=no	Enumerated	String	ATC
ATC:D08AK02	Phenylmercuricborate	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AK02&showdescription=no	Enumerated	String	ATC
ATC:D08AK03	Mercuricchloride	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AK03&showdescription=no	Enumerated	String	ATC
ATC:D08AK04	Mercurochrome	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AK04&showdescription=no	Enumerated	String	ATC
ATC:D08AK05	Mercury,metallic	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AK05&showdescription=no	Enumerated	String	ATC
ATC:D08AK06	Thiomersal	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AK06&showdescription=no	Enumerated	String	ATC
ATC:D08AK30	Mercuriciodide	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AK30&showdescription=no	Enumerated	String	ATC
ATC:D08AL	Silvercompounds	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AL&showdescription=no	Enumerated	String	ATC
ATC:D08AL01	Silvernitrate	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AL01&showdescription=no	Enumerated	String	ATC
ATC:D08AL30	Silver	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AL30&showdescription=no	Enumerated	String	ATC
ATC:D08AX	Otherantisepticsanddisinfectants	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AX&showdescription=no	Enumerated	String	ATC
ATC:D08AX01	Hydrogenperoxide	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AX01&showdescription=no	Enumerated	String	ATC
ATC:D08AX02	Eosin	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AX02&showdescription=no	Enumerated	String	ATC
ATC:D08AX03	Propanol	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AX03&showdescription=no	Enumerated	String	ATC
ATC:D08AX04	Tosylchloramidesodium	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AX04&showdescription=no	Enumerated	String	ATC
ATC:D08AX05	Isopropanol	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AX05&showdescription=no	Enumerated	String	ATC
ATC:D08AX06	Potassiumpermanganate	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AX06&showdescription=no	Enumerated	String	ATC
ATC:D08AX07	Sodiumhypochlorite	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AX07&showdescription=no	Enumerated	String	ATC
ATC:D08AX08	Ethanol	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AX08&showdescription=no	Enumerated	String	ATC
ATC:D08AX53	Propanol,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=D08AX53&showdescription=no	Enumerated	String	ATC
ATC:D09	Medicated dressings	ATC	https://www.whocc.no/atc_ddd_index/?code=D09&showdescription=no	Enumerated	String	ATC
ATC:D09A	Medicated dressings	ATC	https://www.whocc.no/atc_ddd_index/?code=D09A&showdescription=no	Enumerated	String	ATC
ATC:D09AA	Medicateddressingswithantiinfectives	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA&showdescription=no	Enumerated	String	ATC
ATC:D09AA01	Framycetin	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA01&showdescription=no	Enumerated	String	ATC
ATC:D09AA02	Fusidicacid	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA02&showdescription=no	Enumerated	String	ATC
ATC:D09AA03	Nitrofural	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA03&showdescription=no	Enumerated	String	ATC
ATC:D09AA04	Phenylmercuricnitrate	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA04&showdescription=no	Enumerated	String	ATC
ATC:D09AA05	Benzododecinium	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA05&showdescription=no	Enumerated	String	ATC
ATC:D09AA06	Triclosan	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA06&showdescription=no	Enumerated	String	ATC
ATC:D09AA07	Cetylpyridinium	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA07&showdescription=no	Enumerated	String	ATC
ATC:D09AA08	Aluminiumchlorohydrate	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA08&showdescription=no	Enumerated	String	ATC
ATC:D09AA09	Povidone-iodine	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA09&showdescription=no	Enumerated	String	ATC
ATC:D09AA10	Clioquinol	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA10&showdescription=no	Enumerated	String	ATC
ATC:D09AA11	Benzalkonium	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA11&showdescription=no	Enumerated	String	ATC
ATC:D09AA12	Chlorhexidine	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA12&showdescription=no	Enumerated	String	ATC
ATC:D09AA13	Iodoform	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AA13&showdescription=no	Enumerated	String	ATC
ATC:D09AB	Zincbandages	ATC	https://www.whocc.no/atc_ddd_index/?code=D09AB&showdescription=no	Enumerated	String	ATC
